Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Country
1958,Master,Single,"38,741",1,1,7,10,17,8,6,2,2,0,3,GER
1973,Master,Married,"38,961",1,0,19,7,19,0,1,1,2,1,2,SP
1968,Bachelor,Single,"75,922",0,0,265,138,553,224,23,1,4,4,9,SA
1965,Master,Married,"56,962",2,1,292,3,77,10,3,7,6,3,5,AUS
1965,Master,Married,"56,962",2,1,292,3,77,10,3,7,6,3,5,SA
1949,Bachelor,Widow,"70,165",0,0,161,0,253,199,191,1,3,7,11,SP
1973,Bachelor,Married,"65,308",0,0,713,0,264,120,80,1,7,8,12,US
1951,Master,Together,"29,298",1,1,6,0,2,2,0,1,1,0,2,SP
1967,PhD,Married,"63,246",0,2,593,30,91,29,22,1,6,3,12,SP
1952,Bachelor,Together,"33,402",1,1,26,2,19,10,5,3,2,1,3,GER
1990,Bachelor,Single,"96,843",0,0,448,71,951,40,17,1,6,11,10,SP
1986,PhD,Married,"82,333",0,0,1311,0,359,46,89,1,4,3,10,GER
1949,Bachelor,Widow,"72,643",0,0,526,80,553,123,94,1,3,10,7,SP
1982,PhD,Together,"32,313",1,0,86,4,56,2,4,3,4,0,4,SP
1956,Master,Single,"55,284",0,1,547,7,140,0,7,3,7,5,8,IND
1979,Bachelor,Divorced,"15,287",1,0,1,2,8,4,3,2,1,1,2,SA
1979,Bachelor,Divorced,"15,287",1,0,1,2,8,4,3,2,1,1,2,SP
1987,PhD,Married,"51,563",0,0,1166,0,48,0,0,1,4,4,10,SA
1976,Master,Married,"81,929",1,0,1486,55,278,49,0,2,4,4,10,AUS
1953,PhD,Together,"53,593",1,1,349,4,78,6,0,8,7,2,6,AUS
1973,Master,Married,"60,432",0,1,365,3,15,4,3,5,7,2,5,SA
1957,Master,Married,"66,726",1,1,349,7,35,0,0,3,8,2,4,SP
1959,Bachelor,Single,"62,450",0,1,515,47,267,62,66,2,5,5,4,IND
1975,Master,Single,"49,514",1,0,88,39,78,58,13,2,6,1,4,IND
1972,PhD,Married,"43,269",1,0,10,1,7,0,0,1,1,0,2,GER
1959,PhD,Married,"33,762",2,1,53,1,34,2,0,3,2,2,2,CA
1966,Bachelor,Together,"60,894",0,1,606,7,155,10,0,5,10,3,8,SP
1959,Bachelor,Together,"87,771",0,1,1492,38,287,50,57,1,5,10,4,SP
1959,Bachelor,Together,"87,771",0,1,1492,38,287,50,57,1,5,10,4,CA
1955,Bachelor,Married,"50,737",0,1,78,0,11,0,0,1,2,0,4,SP
1956,Bachelor,Divorced,"26,150",2,1,5,1,13,3,5,1,1,0,3,SP
1951,Bachelor,Married,"57,304",0,1,356,80,329,138,17,2,7,6,10,SP
1951,Bachelor,Married,"71,107",0,1,533,10,217,198,174,2,7,6,13,SP
1975,Master,Together,"53,253",1,1,216,9,57,20,9,7,4,3,5,CA
1958,Bachelor,Married,"81,320",0,0,183,33,493,59,103,1,4,3,10,SA
1992,Master,Married,"87,000",0,0,196,25,607,67,17,1,4,6,7,AUS
1974,Bachelor,Married,"40,049",0,1,91,65,52,10,44,3,3,2,6,IND
1970,Bachelor,Married,"63,684",0,1,575,80,428,208,93,3,8,4,8,SP
1970,Bachelor,Married,"69,016",0,1,726,53,363,123,107,4,8,9,13,SP
1979,Bachelor,Married,"7,500",0,1,5,2,3,3,0,1,1,0,2,SP
1957,Bachelor,Married,"73,803",0,1,833,80,363,52,26,2,9,5,6,CA
1973,Master,Married,"46,094",1,1,12,2,20,3,2,1,1,0,3,SP
1973,PhD,Married,"85,844",0,0,938,19,843,25,95,1,6,6,7,SP
1955,Master,Married,"38,452",1,1,56,0,14,0,0,3,3,0,3,SP
1955,Master,Married,"38,452",1,1,56,0,14,0,0,3,3,0,3,SP
1955,Bachelor,Married,"80,395",0,0,445,25,706,80,76,1,6,5,12,AUS
1988,Bachelor,Together,"87,679",0,0,1259,172,815,97,148,1,7,11,10,CA
1949,Master,Divorced,"35,416",0,0,248,3,81,4,3,3,7,1,5,SA
1946,PhD,Together,"44,124",0,1,284,0,55,0,6,4,6,2,5,SP
1958,PhD,Single,"50,729",1,1,239,13,143,45,4,9,6,2,7,SA
1953,Bachelor,Together,"94,384",0,0,1111,24,790,160,45,0,5,8,5,SA
1953,Bachelor,Together,"94,384",0,0,1111,24,790,160,45,0,5,8,5,SP
1990,Bachelor,Single,"34,412",1,0,52,12,50,4,36,3,5,0,3,AUS
1985,Bachelor,Married,"31,158",1,0,25,6,16,20,0,2,2,0,3,SP
1951,Bachelor,Married,"34,838",1,1,28,23,29,29,14,3,2,1,4,CA
1979,Bachelor,Married,"56,775",0,1,614,35,160,58,35,2,5,8,10,SP
1949,PhD,Widow,"54,356",0,1,710,15,30,20,0,3,11,2,8,SP
1978,PhD,Married,"72,159",0,0,322,53,899,34,40,1,4,6,10,SP
1991,Bachelor,Single,"8,028",0,0,73,18,66,7,12,15,0,1,0,SP
1952,Master,Together,"55,951",0,1,1241,0,80,0,13,3,3,6,11,SA
1949,PhD,Together,"67,911",0,1,529,0,356,63,28,3,6,7,11,SP
1949,PhD,Together,"67,911",0,1,529,0,356,63,28,3,6,7,11,GER
1973,PhD,Together,"20,427",1,0,5,0,4,0,0,1,1,0,2,SP
1970,PhD,Single,"32,303",0,1,35,0,2,0,0,2,1,0,4,IND
1968,PhD,Married,"55,954",0,1,447,0,28,0,0,3,8,2,6,AUS
1976,PhD,Together,"49,187",0,1,81,1,31,2,1,1,1,1,5,SP
1972,Master,Together,"49,854",1,0,123,17,171,39,0,5,6,2,5,CA
1978,Bachelor,Divorced,"63,693",0,1,587,43,337,42,87,3,11,6,9,SA
1978,Bachelor,Divorced,"63,693",0,1,587,43,337,42,87,3,11,6,9,SA
1985,Master,Married,"19,510",2,0,9,0,7,3,4,2,1,0,3,CA
1959,Bachelor,Divorced,"52,332",0,0,212,5,33,7,0,1,3,2,6,IND
1973,Bachelor,Together,"55,593",0,1,293,8,124,11,4,2,6,6,3,IND
1949,Bachelor,Together,"54,591",0,1,376,4,94,12,9,3,6,2,8,AUS
1949,Master,Widow,"74,859",0,0,570,73,614,133,102,1,6,5,11,CA
1971,Bachelor,Divorced,"40,851",1,1,23,1,7,0,4,1,1,1,2,CA
1949,PhD,Married,"58,607",0,1,867,0,86,0,0,3,2,3,9,US
1992,High School,Single,"7,500",1,0,10,17,18,8,26,4,3,2,2,SP
1975,PhD,Single,"52,614",0,1,789,0,142,12,9,2,2,4,8,SP
1974,Bachelor,Married,"67,445",0,1,757,80,217,29,80,5,9,6,12,SP
1974,Bachelor,Married,"67,445",0,1,757,80,217,29,80,5,9,6,12,IND
1974,Bachelor,Married,"67,445",0,1,757,80,217,29,80,5,9,6,12,AUS
1968,PhD,Married,"36,778",1,1,29,4,34,2,4,3,3,0,3,SP
1983,Bachelor,Together,"39,453",1,0,46,0,7,0,0,2,2,0,3,SP
1969,PhD,Together,"42,731",1,0,159,2,51,6,2,3,4,1,5,SA
1965,PhD,Single,"40,760",0,1,70,0,17,0,0,2,2,1,3,CA
1965,PhD,Married,"69,969",0,0,882,29,514,38,29,1,4,2,6,SP
1955,Bachelor,Single,"80,317",0,0,536,11,387,149,91,1,3,4,10,CA
1957,Master,Together,"66,636",0,0,291,10,689,84,10,1,3,4,9,SP
1975,Master,Married,"54,730",0,1,318,3,17,4,7,5,4,1,8,SP
1971,Master,Divorced,"42,835",1,1,379,4,93,12,9,7,6,6,4,IND
1965,Master,Married,"53,843",0,1,378,0,88,19,4,4,8,5,3,SA
1960,Bachelor,Married,"79,530",0,0,333,0,815,129,42,1,4,10,11,SP
1968,Master,Divorced,"63,841",0,1,635,15,100,20,7,1,9,3,9,SA
1968,Master,Divorced,"63,841",0,1,635,15,100,20,7,1,9,3,9,SP
1968,Master,Divorced,"63,841",0,1,635,15,100,20,7,1,9,3,9,AUS
1983,Master,Married,"27,100",1,0,12,0,13,2,0,1,1,0,3,SP
1983,Master,Married,"27,100",1,0,12,0,13,2,0,1,1,0,3,GER
1976,Master,Single,"72,309",0,0,960,0,883,50,38,1,5,6,8,CA
1959,Bachelor,Single,"50,664",1,1,313,8,104,6,4,9,8,1,6,SA
1979,High School,Single,"20,194",1,0,0,4,7,11,10,2,2,0,3,SP
1975,PhD,Married,"76,618",0,0,749,40,294,121,160,1,3,2,5,AUS
1974,PhD,Married,"45,207",1,1,203,0,10,0,0,5,3,1,6,SP
1972,Bachelor,Married,"56,721",1,1,157,6,39,6,13,5,4,1,5,SP
1966,Bachelor,Widow,"27,038",0,0,1,26,25,17,23,1,3,0,3,SA
1977,Bachelor,Single,"23,763",1,0,22,0,6,6,2,1,1,0,3,SP
1975,Bachelor,Married,"37,085",1,1,39,1,16,2,0,4,3,0,3,IND
1966,Master,Married,"49,605",0,0,42,16,29,12,20,1,2,1,4,CA
1971,Bachelor,Divorced,"1,730",0,0,1,1,3,1,1,15,0,0,0,SP
1995,Bachelor,Single,"34,824",0,0,4,2,11,2,0,1,1,0,2,US
1995,Bachelor,Single,"34,824",0,0,4,2,11,2,0,1,1,0,2,SP
1974,Master,Married,"63,206",0,0,750,8,125,11,8,1,4,3,6,CA
1972,Bachelor,Divorced,"26,759",1,0,25,3,16,8,5,2,2,1,3,AUS
1976,PhD,Divorced,"55,412",1,1,10,5,28,11,1,1,2,0,3,CA
1974,Bachelor,Together,"33,590",2,1,4,0,2,0,0,1,1,0,2,CA
1971,Bachelor,Married,"70,886",1,0,407,70,239,103,88,1,5,4,4,SP
1969,Bachelor,Single,"72,679",0,1,619,54,260,127,54,1,4,7,5,SP
1943,Master,Married,"65,073",0,0,629,17,177,69,0,1,5,3,5,SP
1965,Bachelor,Married,"44,300",1,1,30,0,9,0,0,2,1,0,3,SP
1953,Master,Together,"56,129",0,1,320,48,133,39,72,4,6,2,10,CA
1953,Master,Together,"56,129",0,1,320,48,133,39,72,4,6,2,10,SP
1971,Bachelor,Together,"38,590",1,0,3,1,8,4,3,1,1,0,2,SA
1958,Master,Together,"53,083",1,1,215,7,33,3,0,6,5,1,5,IND
1976,Master,Single,"79,689",0,0,311,26,640,180,37,1,4,9,13,SP
1966,Bachelor,Single,"34,704",0,1,29,0,5,0,1,1,1,0,3,CA
1962,Bachelor,Married,"65,316",1,1,112,6,92,3,9,2,3,2,5,SP
1978,PhD,Married,"41,014",1,0,7,2,6,2,0,1,1,0,2,SP
1960,Bachelor,Together,"19,740",0,1,7,11,3,10,4,2,1,1,3,IND
1979,High School,Together,"23,724",1,0,5,23,15,0,18,2,2,0,3,SP
1969,PhD,Married,"55,212",0,1,1103,0,45,0,0,3,4,2,11,SP
1969,PhD,Married,"55,212",0,1,1103,0,45,0,0,3,4,2,11,SP
1955,Bachelor,Widow,"79,800",0,0,1060,21,530,32,0,1,5,11,5,SP
1967,Bachelor,Divorced,"70,647",0,1,561,85,171,25,123,2,4,7,13,SA
1974,PhD,Married,"38,410",0,0,153,64,123,116,64,2,5,2,9,CA
1980,Bachelor,Single,"28,071",0,0,39,33,130,41,26,2,5,1,5,SP
1969,Bachelor,Single,"54,803",0,1,404,0,92,28,27,2,6,2,9,SP
1993,Bachelor,Single,"74,293",0,0,375,152,335,93,91,1,5,4,6,SP
1993,Bachelor,Single,"74,293",0,0,375,152,335,93,91,1,5,4,6,SA
1984,Master,Married,"35,684",1,0,10,4,7,0,6,1,1,0,3,SP
1986,PhD,Together,"34,320",1,0,4,1,9,3,0,1,1,0,2,SA
1981,Bachelor,Single,"41,967",1,1,23,4,10,0,2,1,1,0,3,CA
1976,Master,Married,"49,681",0,2,411,0,26,0,0,6,7,1,7,CA
1976,Master,Married,"49,681",0,2,411,0,26,0,0,6,7,1,7,SA
1970,Bachelor,Together,"53,187",1,0,211,2,30,7,7,2,4,1,6,SP
1951,Bachelor,Together,"86,610",0,0,446,107,768,33,196,1,5,6,6,SP
1985,Bachelor,Married,"70,951",0,0,239,10,554,254,87,1,3,4,9,SA
1970,Bachelor,Single,"24,206",1,0,7,2,8,3,2,1,1,0,3,SP
1985,Bachelor,Married,"55,357",2,0,374,64,116,84,25,3,6,2,11,IND
1959,Bachelor,Married,"58,113",0,1,221,104,169,102,78,3,9,2,8,SP
1984,PhD,Married,"70,643",0,0,1218,107,304,23,143,1,5,8,4,SP
1985,PhD,Married,"64,355",1,0,1047,0,140,67,38,2,4,3,12,SP
1959,Master,Together,"82,576",0,0,1206,55,445,168,18,1,2,4,12,SA
1972,PhD,Single,"41,644",1,1,20,3,4,2,0,2,1,0,3,SP
1984,Bachelor,Married,"72,570",0,0,274,83,216,151,141,1,4,6,12,SP
1965,Bachelor,Divorced,"30,630",1,1,27,1,12,2,0,2,2,0,3,SP
1981,Master,Single,"22,944",1,0,19,3,19,4,5,3,3,0,3,SP
1971,PhD,Divorced,"86,979",0,0,584,100,835,65,83,1,5,5,5,SP
1970,Bachelor,Single,,1,2,738,20,172,52,50,6,2,3,10,SP
1970,PhD,Together,"82,072",0,0,889,55,685,168,92,1,3,2,13,SA
1973,Master,Divorced,"52,034",1,1,146,0,93,7,13,5,4,2,5,SP
1993,Bachelor,Single,"72,354",0,0,315,26,473,220,12,1,2,10,6,SA
1983,Bachelor,Together,"28,427",1,0,18,3,19,3,3,2,2,0,3,SP
1983,Bachelor,Together,"28,427",1,0,18,3,19,3,3,2,2,0,3,IND
1969,Master,Single,"39,858",1,0,15,20,25,2,7,1,2,0,4,SA
1951,Master,Married,"67,381",0,1,815,8,53,11,0,4,2,2,9,SP
1965,High School,Single,"23,529",0,1,9,7,13,3,2,1,1,1,2,SP
1967,Bachelor,Married,"51,479",1,1,247,8,160,6,8,7,6,3,6,SP
1975,Bachelor,Married,"76,068",0,1,1115,12,128,33,12,1,2,3,4,GER
1954,Bachelor,Single,"22,507",0,0,68,0,226,51,157,3,10,2,4,CA
1984,Bachelor,Single,"52,413",1,0,185,8,133,56,56,2,7,1,7,SP
1957,Bachelor,Together,"50,116",1,1,54,0,10,0,0,2,1,0,4,GER
1962,Bachelor,Single,"76,624",0,1,411,106,147,54,115,1,5,10,7,SP
1953,Bachelor,Together,"34,587",1,1,7,2,9,2,0,2,1,0,3,GER
1946,PhD,Single,"62,159",0,0,182,17,259,77,70,1,6,2,10,US
1965,Bachelor,Single,"66,294",0,0,251,108,334,65,92,1,4,3,5,SP
1950,PhD,Together,"5,648",1,1,28,0,6,1,1,1,1,0,0,US
1984,Bachelor,Together,"37,235",1,0,20,2,9,4,6,1,1,1,2,SP
1964,Bachelor,Widow,"85,620",0,0,416,46,925,60,107,1,3,6,4,SP
1984,Bachelor,Together,"23,976",1,0,14,1,21,2,3,3,3,1,3,SA
1987,Master,Single,"41,020",0,0,112,1,54,7,7,1,3,2,4,CA
1984,Bachelor,Single,"36,108",1,0,141,8,129,3,11,3,7,1,4,SA
1951,Master,Divorced,"57,530",0,1,50,1,27,6,7,1,1,1,4,IND
1964,Master,Married,"62,905",0,1,166,75,96,119,107,3,7,2,8,SP
1945,PhD,Married,"65,846",0,0,562,81,276,80,40,1,6,3,6,CA
1977,Bachelor,Married,"34,380",1,0,72,7,58,13,1,4,4,1,3,CA
1964,Bachelor,Divorced,"41,638",0,1,315,0,31,4,0,4,5,5,3,SP
1992,Bachelor,Together,"63,207",0,0,438,169,565,91,169,1,2,3,6,SP
1950,Bachelor,Together,"28,320",0,1,19,1,14,3,2,1,1,0,3,SP
1957,Bachelor,Married,"43,140",0,1,134,8,76,6,0,1,4,1,5,SP
1971,Bachelor,Married,"52,531",0,0,283,112,151,51,72,2,7,2,10,SP
1977,Bachelor,Divorced,"40,246",1,0,2,1,6,2,1,1,1,0,2,GER
1984,Bachelor,Together,"35,196",1,0,75,12,141,43,39,6,6,1,5,SP
1984,Bachelor,Together,"35,196",1,0,75,12,141,43,39,6,6,1,5,SP
1985,Bachelor,Single,"70,596",0,0,347,44,534,17,0,1,3,5,12,SP
1985,Bachelor,Single,"70,596",0,0,347,44,534,17,0,1,3,5,12,SP
1962,PhD,Single,"52,597",0,1,492,0,37,7,0,3,6,3,8,SA
1972,Master,Single,"42,394",1,0,15,2,10,0,1,1,1,0,3,GER
1969,Bachelor,Single,"81,657",0,0,364,40,425,158,60,1,3,4,8,SP
1960,PhD,Married,"49,154",1,1,206,10,67,30,27,6,4,1,8,SP
1952,Bachelor,Together,"34,074",1,1,135,1,41,10,1,5,3,3,3,SP
1989,Bachelor,Married,,0,0,861,138,461,60,30,1,6,5,12,SP
1955,Master,Divorced,"70,638",0,0,1016,12,215,16,12,1,4,5,10,SA
1978,Bachelor,Married,"38,136",1,0,8,15,27,0,20,2,3,1,2,US
1973,Bachelor,Married,"67,432",0,1,432,79,341,177,136,2,8,5,4,AUS
1951,Bachelor,Together,"40,689",0,1,270,3,27,39,6,7,7,1,5,US
1951,Bachelor,Together,"40,689",0,1,270,3,27,39,6,7,7,1,5,SP
1983,Bachelor,Single,"101,970",0,0,722,27,102,44,72,0,6,8,13,CA
1972,PhD,Married,"44,325",0,1,516,0,21,0,0,4,8,2,7,CA
1948,PhD,Married,"61,467",0,2,410,16,114,0,5,3,5,2,10,SP
1975,Bachelor,Married,"48,178",1,1,159,4,45,6,2,6,5,1,4,SP
1980,High School,Married,"16,005",1,0,1,3,2,20,30,3,2,1,2,CA
1973,Bachelor,Married,"79,593",0,0,350,60,568,110,133,1,5,6,7,GER
1973,Bachelor,Married,"79,593",0,0,350,60,568,110,133,1,5,6,7,SP
1959,Bachelor,Married,"61,180",0,1,403,24,29,6,24,2,5,5,6,SP
1989,Bachelor,Single,"64,449",1,0,218,63,282,137,35,4,5,3,12,SP
1963,Bachelor,Married,"77,437",0,0,560,21,442,29,44,1,4,5,13,SP
1976,Bachelor,Married,"17,649",1,0,15,1,23,0,5,3,3,0,3,US
1954,Bachelor,Together,"53,103",0,1,729,17,133,11,0,5,10,6,7,SA
1971,Bachelor,Together,"71,819",0,1,1224,28,140,0,14,3,3,3,5,SP
1971,Master,Divorced,"74,290",0,1,1121,0,72,0,12,4,10,8,10,SP
1951,Bachelor,Single,"72,282",0,0,503,27,419,90,139,1,5,7,9,SP
1951,Master,Together,"47,352",0,1,172,12,112,8,0,4,6,1,5,SP
1951,Master,Together,"47,352",0,1,172,12,112,8,0,4,6,1,5,AUS
1961,Bachelor,Single,"46,524",0,1,31,19,35,26,14,2,1,1,5,CA
1976,Bachelor,Together,"50,200",1,1,266,6,51,8,6,6,7,1,5,SP
1990,Bachelor,Married,"18,222",0,0,12,4,19,12,6,1,2,0,3,SP
1952,PhD,Married,"77,610",0,1,1245,33,332,21,33,2,4,7,4,AUS
1970,PhD,Married,"38,097",1,1,77,2,35,0,1,4,3,2,2,SA
1968,PhD,Married,"44,377",1,1,224,0,30,0,0,8,5,1,5,SA
1981,Bachelor,Single,"58,684",0,0,479,35,179,28,7,1,5,3,12,SA
1965,Bachelor,Married,"66,480",1,1,199,9,57,20,21,7,4,1,7,SP
1952,Bachelor,Divorced,"49,638",0,1,18,10,3,3,5,1,1,0,3,SP
1950,PhD,Together,"50,616",0,1,30,2,25,0,1,1,1,1,4,SP
1967,PhD,Divorced,"26,642",1,0,13,2,15,2,2,2,2,0,3,SP
1986,Bachelor,Together,"33,235",1,0,45,0,16,2,1,1,3,0,3,SP
1969,Bachelor,Together,"23,228",1,0,13,2,18,6,1,2,2,0,3,IND
1959,PhD,Married,"36,732",1,1,21,5,3,10,1,3,1,1,4,SP
1946,Bachelor,Together,"82,657",0,0,966,168,672,246,105,1,7,5,10,GER
1964,PhD,Divorced,"64,140",0,2,1459,0,61,0,15,5,2,5,6,SA
1974,Bachelor,Together,"44,392",1,1,87,5,71,7,12,5,4,1,4,SP
1990,High School,Single,"16,185",1,0,5,11,16,21,8,2,2,2,2,IND
1978,Master,Together,"38,702",1,0,13,11,24,13,8,2,3,0,4,AUS
1963,PhD,Married,"54,072",1,1,35,0,4,0,0,1,2,0,2,SA
1987,Master,Divorced,"61,787",0,0,621,73,414,78,48,1,8,4,6,SP
1992,Bachelor,Married,"34,935",0,0,34,4,66,3,10,1,2,1,4,SP
1992,Bachelor,Married,"34,935",0,0,34,4,66,3,10,1,2,1,4,SA
1950,PhD,Together,"59,292",0,1,378,14,68,19,14,2,3,5,8,SP
1950,PhD,Together,"59,292",0,1,378,14,68,19,14,2,3,5,8,SP
1955,Bachelor,Single,"57,959",0,1,430,16,322,43,24,5,4,7,11,SP
1983,PhD,Married,"92,491",0,0,979,44,935,29,25,1,7,5,12,SP
1984,Master,Married,"42,207",1,0,116,11,72,3,17,4,4,1,5,SP
1956,Bachelor,Widow,"46,984",1,1,19,1,10,2,1,1,1,0,3,CA
1987,Bachelor,Single,"23,442",1,0,2,0,6,8,6,1,1,0,3,SP
1963,PhD,Single,"46,757",0,1,777,30,163,0,51,6,4,4,7,SP
1980,Master,Together,"14,515",1,0,6,4,9,6,36,4,2,2,3,SP
1986,Master,Single,"80,910",0,0,160,80,369,67,39,1,3,3,8,SP
1979,Bachelor,Together,"30,545",1,0,4,12,15,19,7,2,2,0,3,IND
1970,Master,Single,"44,802",0,0,853,10,143,13,10,2,9,4,12,IND
1976,Bachelor,Single,"79,941",0,0,123,164,266,227,30,1,2,4,9,AUS
1969,Master,Married,"79,734",0,0,572,8,232,23,62,1,4,3,6,SP
1977,Master,Married,"50,353",0,0,141,15,153,67,31,1,4,4,6,SP
1956,PhD,Together,"77,376",1,1,492,19,110,16,12,4,6,3,10,CA
1972,PhD,Married,"78,075",0,0,572,8,259,34,35,1,3,5,5,SP
1976,PhD,Single,"42,473",1,1,93,1,21,0,4,3,2,1,4,SP
1988,Bachelor,Single,"25,008",1,0,2,8,8,6,1,2,1,0,3,SP
1948,PhD,Married,"56,223",0,1,77,28,31,16,0,2,2,1,5,SP
1980,Bachelor,Married,"47,850",1,0,42,7,43,20,12,1,3,0,4,SP
1986,PhD,Together,"91,820",0,0,410,73,747,76,161,0,5,5,12,CA
1965,PhD,Single,"40,637",1,1,22,0,13,0,0,2,1,0,3,SA
1959,Bachelor,Divorced,"23,295",0,0,0,0,1,2,12,1,1,0,2,SP
1952,Bachelor,Single,"84,574",0,0,387,20,713,38,54,1,9,11,11,SP
1969,Bachelor,Together,"54,165",0,0,127,4,73,15,6,1,2,1,7,SP
1981,Bachelor,Divorced,"28,510",1,1,44,5,19,0,4,3,2,0,4,SP
1956,Bachelor,Married,"67,131",0,1,465,71,250,93,35,3,9,2,12,SP
1969,PhD,Married,"56,242",0,1,689,8,167,11,8,5,8,4,11,US
1983,PhD,Married,"86,580",0,0,532,21,127,26,20,0,4,2,5,SP
1955,Bachelor,Together,"76,005",0,0,983,20,389,240,50,1,3,5,13,SP
1962,PhD,Married,"54,693",0,1,686,17,142,23,26,8,6,4,13,SP
1955,Master,Married,"52,750",0,1,393,0,239,90,69,6,5,7,9,CA
1968,Bachelor,Divorced,"36,997",1,1,43,4,12,8,0,5,2,1,4,CA
1965,PhD,Together,"34,230",1,1,15,0,4,0,0,1,1,0,2,SP
1960,Bachelor,Widow,"47,916",0,1,505,0,26,0,0,5,7,4,6,GER
1979,Master,Together,"60,839",1,1,600,21,128,223,150,13,2,2,12,SP
1972,PhD,Married,"79,930",0,0,792,86,740,67,51,1,3,5,8,SA
1970,PhD,Married,"55,158",1,1,293,0,87,4,11,4,7,2,5,SP
1958,Master,Single,"85,485",0,0,630,26,611,44,18,1,6,6,6,SP
1943,PhD,Married,"75,865",0,0,483,0,591,156,0,1,3,5,10,SP
1965,Bachelor,Married,"44,375",0,1,213,5,28,7,7,1,4,1,6,SP
1971,PhD,Single,"60,504",0,1,458,0,24,6,4,2,6,2,8,SP
1959,Bachelor,Married,"65,492",0,0,247,161,295,210,85,2,4,7,13,CA
1980,Master,Single,"67,506",0,1,90,38,67,33,36,1,4,1,6,SP
1959,PhD,Divorced,"68,805",0,1,182,2,49,17,13,1,3,1,7,SP
1970,Bachelor,Single,"61,209",0,0,466,0,224,119,49,1,5,3,4,US
1967,Bachelor,Together,"66,825",0,0,243,101,405,29,40,1,4,5,6,SA
1983,PhD,Single,"87,188",0,0,910,111,724,49,74,1,10,2,6,IND
1953,Master,Widow,"84,953",0,0,167,48,602,63,72,1,3,10,4,SP
1954,PhD,Single,"74,637",0,0,960,64,464,146,0,1,6,9,9,SA
1962,Bachelor,Married,"86,111",0,0,399,28,756,36,40,1,5,7,10,CA
1947,Master,Together,"77,632",0,0,1200,105,758,0,42,1,4,2,6,SP
1973,Bachelor,Married,"31,814",1,0,35,3,20,4,1,2,2,0,3,SA
1972,PhD,Married,"70,116",0,0,707,44,603,95,58,1,2,8,12,SP
1969,PhD,Single,"48,240",0,0,389,91,248,64,49,3,6,3,13,SP
1985,Master,Together,"40,101",1,0,171,3,129,26,24,4,6,1,6,IND
1953,Bachelor,Married,"70,503",0,0,1379,33,216,0,33,1,2,4,9,SP
1975,Bachelor,Married,"79,205",0,0,504,23,117,179,28,1,6,5,4,SP
1980,Bachelor,Single,"51,766",1,0,60,51,87,6,20,2,4,2,4,CA
1980,Bachelor,Together,"62,994",1,0,224,12,48,4,12,1,6,2,4,CA
1974,PhD,Together,"65,640",0,1,204,7,149,20,15,1,5,1,8,SA
1969,Bachelor,Together,"38,361",1,0,39,0,56,20,8,3,3,1,3,SA
1969,Bachelor,Together,"38,361",1,0,39,0,56,20,8,3,3,1,3,AUS
1985,Bachelor,Married,"19,986",1,0,3,6,5,0,2,1,0,0,3,SP
1985,Bachelor,Married,"19,986",1,0,3,6,5,0,2,1,0,0,3,SP
1985,Bachelor,Single,"72,903",0,0,1067,138,750,0,19,1,7,5,8,SP
1948,PhD,Divorced,"45,072",1,2,144,2,99,7,2,5,6,1,4,AUS
1967,PhD,Married,"59,062",2,1,46,1,12,3,0,2,2,0,3,SP
1961,Master,Married,"61,794",0,1,264,47,188,54,47,2,4,4,10,SP
1965,Master,Together,"45,143",0,1,202,5,74,11,5,3,6,1,5,SP
1965,Master,Together,"45,143",0,1,202,5,74,11,5,3,6,1,5,SA
1969,Master,Single,"26,877",0,0,101,13,76,20,18,2,3,1,6,SP
1965,PhD,Divorced,"36,921",1,1,17,1,12,3,1,2,2,0,3,CA
1956,Master,Together,"54,342",1,1,84,10,34,11,10,4,3,1,4,AUS
1969,Master,Single,"62,772",0,1,581,49,157,43,8,1,5,6,11,SP
1959,PhD,Married,"75,032",0,1,952,12,180,47,12,2,5,4,9,SP
1963,Bachelor,Married,"22,419",0,0,30,3,47,19,21,1,3,2,2,SP
1963,Bachelor,Married,"22,419",0,0,30,3,47,19,21,1,3,2,2,CA
1978,Master,Married,"36,550",1,0,47,90,94,123,103,5,9,1,5,CA
1953,Bachelor,Married,"75,027",0,1,925,64,179,133,12,2,9,4,6,SA
1974,PhD,Single,"63,159",0,0,965,34,586,89,86,1,3,5,8,SP
1973,Master,Married,"54,108",1,1,539,6,91,8,6,13,8,2,9,CA
1952,Bachelor,Married,"81,795",0,0,324,132,693,27,118,1,4,11,7,SP
1965,Bachelor,Married,"59,594",0,1,457,4,29,0,0,1,8,1,7,SP
1982,Master,Together,"18,492",1,0,2,2,2,2,1,1,1,0,2,SP
1958,Bachelor,Single,"94,472",0,1,1017,33,417,108,100,1,5,5,5,SP
1979,Bachelor,Single,"70,337",0,0,187,81,149,25,43,1,2,2,12,US
1973,Bachelor,Single,"34,853",1,1,9,3,15,2,3,2,2,0,3,GER
1943,Master,Widow,,0,0,532,126,490,164,126,1,5,5,11,AUS
1984,PhD,Single,"16,269",1,0,19,3,18,3,1,3,3,0,3,SP
1982,Bachelor,Together,"50,272",1,0,99,13,66,43,8,3,4,1,5,AUS
1971,Bachelor,Single,"22,804",1,0,14,1,7,2,1,1,2,0,2,SA
